property_id,price,bedrooms,bathrooms,sqft,lot_size,year_built,latitude,longitude,property_type,listing_date,days_on_market,garage_spaces,hoa_fee,school_rating,crime_score,walkability_score,nearby_amenities,age,price_per_sqft,month,year,neighborhood_score,city,distance_to_center
PROP_00003211,145917.0,3,3.8,2654,0,1961,41.38495037831615,-81.36193448811031,townhouse,2024-03-10,25,1,244.0,5,3,4,"restaurant,metro,shopping,airport",62,54.98003014318011,3,2024,4.0,Other,50.0
PROP_00003247,602288.0,3,4.3,4801,8725,1953,33.19522259176161,-112.21820334927465,condo,2025-04-13,32,3,159.0,1,7,2,"hospital,school,restaurant,gym",70,125.45053113934597,4,2025,3.3333333333333335,Other,50.0
PROP_00003351,456184.0,2,1.8,2581,13394,1958,33.51786172896804,-112.00252480594062,townhouse,2023-09-19,29,3,574.0,8,6,6,"gym,metro,mountain,hospital",65,176.74699728787292,9,2023,6.666666666666667,Other,50.0
PROP_00003386,6153826.0,1,1.0,4076,0,2010,37.50191000139139,-122.2934840066768,single_family,2023-12-26,13,4,0.0,2,9,5,"mountain,downtown,beach",13,1509.770853778214,12,2023,5.333333333333333,Other,50.0
PROP_00003406,807188.0,6,6.1,5492,9787,1993,38.890247905508254,-105.18296823751747,single_family,2023-08-01,53,1,0.0,5,8,6,"gym,park",30,146.97523670793882,8,2023,6.333333333333333,Other,50.0
PROP_00003754,1289222.0,3,1.1,5979,10247,2008,40.22619622427372,-74.89136234705911,single_family,2025-02-13,33,0,0.0,2,8,9,downtown,15,215.6250209065061,2,2025,6.333333333333333,Other,50.0
PROP_00003778,591836.0,1,1.1,3195,17730,1965,32.96911398567886,-111.8709528136009,single_family,2024-10-27,36,0,0.0,9,3,10,"library,beach,metro,school",58,185.23818466353677,10,2024,7.333333333333333,Other,50.0
PROP_00003905,245896.0,6,7.5,3371,19018,2002,41.84808129302973,-81.56965509938539,multi_family,2023-05-17,31,4,0.0,5,6,3,"airport,shopping,gym",21,72.94452684663305,5,2023,4.666666666666667,Other,50.0
PROP_00003946,129223.0,2,2.5,2048,5248,1963,40.118444846860484,-86.44193750896332,apartment,2024-12-01,26,4,0.0,3,1,5,"beach,airport,downtown,metro",60,63.09716796875,12,2024,3.0,Other,50.0
PROP_00003956,2730856.0,3,2.5,4732,9115,2016,40.71959450085991,-74.49227389810811,multi_family,2023-09-08,11,2,0.0,7,8,6,"hospital,airport,park,gym",7,577.1039729501268,9,2023,7.0,Other,50.0
PROP_00003971,1017872.0,1,1.1,4062,9533,1972,30.4385995203081,-97.61429400645456,single_family,2023-10-15,18,4,0.0,6,1,7,"gym,metro,park,airport,mountain",51,250.5839487936977,10,2023,4.666666666666667,Other,50.0
PROP_00004197,308496.0,6,4.3,2066,13876,1979,30.420366545800494,-81.82337268086707,single_family,2025-04-15,63,0,0.0,7,4,1,downtown,44,149.32042594385285,4,2025,4.0,Other,50.0
PROP_00004304,444704.0,4,1.4,2905,0,1993,38.49732457403172,-104.45913501910474,townhouse,2024-10-28,62,0,413.0,3,5,2,"airport,library",30,153.08227194492255,10,2024,3.3333333333333335,Other,50.0
PROP_00004311,498116.0,2,2.2,3532,10372,2004,32.96089084955278,-111.98350613156956,single_family,2024-06-22,14,0,0.0,5,9,4,library,19,141.0294450736127,6,2024,6.0,Other,50.0
PROP_00004391,256055.0,5,6.3,3593,19591,1979,29.64434511671788,-98.88515353583107,condo,2023-07-08,57,3,588.0,9,1,5,downtown,44,71.26495964375174,7,2023,5.0,Other,50.0
PROP_00004407,1571804.0,5,2.1,3096,0,1969,32.93954297245684,-116.80836466571522,condo,2023-11-17,23,2,431.0,10,2,8,"hospital,shopping,gym,airport",54,507.6886304909561,11,2023,6.666666666666667,Other,50.0
PROP_00004499,99852.0,3,1.2,1020,14809,1985,35.825552389396854,-97.05413454496077,condo,2023-10-01,53,4,142.0,3,9,2,"mountain,library",38,97.89411764705882,10,2023,4.666666666666667,Other,50.0
PROP_00004564,343417.0,5,4.2,3442,1628,2003,39.23704546380233,-94.71597857214867,townhouse,2023-10-14,12,0,764.0,9,2,3,"mountain,school,beach,downtown",20,99.77251597908193,10,2023,4.666666666666667,Other,50.0
PROP_00004572,257473.0,2,1.9,3133,9951,2008,40.74355432732349,-80.2956979570887,townhouse,2024-05-26,40,0,298.0,1,8,8,"park,restaurant,metro",15,82.1809766996489,5,2024,5.666666666666667,Other,50.0
PROP_00004593,495711.0,6,1.1,2644,19713,2021,35.666551902128944,-80.85303522648854,single_family,2024-11-10,15,1,0.0,2,6,5,"restaurant,mountain,gym",2,187.4852496217852,11,2024,4.333333333333333,Other,50.0
PROP_00004677,384846.0,4,5.1,4399,17559,1996,34.803958357351085,-90.41043917664382,multi_family,2024-03-06,28,2,0.0,5,9,3,"school,downtown,restaurant,park",27,87.48488292793817,3,2024,5.666666666666667,Other,50.0
PROP_00004710,1102915.0,1,1.5,3273,5987,1997,38.748964185350104,-121.4288934755284,townhouse,2024-06-05,7,1,107.0,8,6,7,"gym,beach,airport,library",26,336.97372441185456,6,2024,7.0,Other,50.0
PROP_00004747,869743.0,1,1.3,1235,3042,2016,47.84845910819842,-122.14076872980056,condo,2023-12-22,51,0,568.0,9,5,6,metro,7,704.2453441295546,12,2023,6.666666666666667,Other,50.0
PROP_00005025,429823.0,6,2.0,5684,0,1967,35.46504847727627,-97.29716981015744,single_family,2024-07-16,40,0,0.0,4,6,1,"gym,restaurant",56,75.6198099929627,7,2024,3.6666666666666665,Other,50.0
PROP_00005114,457524.0,5,3.7,4356,14057,1976,33.063373189508475,-96.39747661517387,condo,2024-05-22,28,0,210.0,6,1,1,"mountain,airport,school",47,105.03305785123968,5,2024,2.6666666666666665,Other,50.0
PROP_00005128,232683.0,2,2.7,3037,12075,1978,34.965014073189614,-90.20600981680076,townhouse,2023-11-01,10,3,654.0,7,4,2,"metro,airport,park",45,76.61606848864011,11,2023,4.333333333333333,Other,50.0
PROP_00005227,894139.0,5,1.3,3820,14192,1964,38.43973607968157,-121.12319035002358,apartment,2025-03-21,9,3,0.0,4,7,10,"hospital,shopping,beach,metro",59,234.0678010471204,3,2025,7.0,Other,50.0
PROP_00005400,165010.0,2,1.3,1723,9953,2003,39.11326895674537,-90.50887435778874,townhouse,2023-08-17,3,3,756.0,9,8,5,"school,restaurant",20,95.76900754497969,8,2023,7.333333333333333,Other,50.0
PROP_00005437,2137040.0,6,8.2,2971,17793,1959,42.539308002700146,-71.47838138419161,single_family,2024-04-14,41,0,0.0,8,10,2,"school,shopping",64,719.2998990238976,4,2024,6.666666666666667,Other,50.0
PROP_00005506,247688.0,5,4.6,3642,3761,1979,43.0276071540548,-78.89503909831622,single_family,2023-12-08,31,2,0.0,2,8,3,"park,beach",44,68.00878638110927,12,2023,4.333333333333333,Other,50.0
PROP_00005542,99594.0,4,2.5,1214,0,2012,31.846847744564272,-106.18856370715976,apartment,2025-03-16,42,2,0.0,4,10,10,"mountain,restaurant,shopping",11,82.03789126853377,3,2025,8.0,Other,50.0
PROP_00005601,486476.0,5,6.4,3917,10281,2005,35.449019875761714,-107.00083311453403,single_family,2024-04-17,28,4,0.0,4,9,3,"shopping,mountain,restaurant,library",18,124.19606841970896,4,2024,5.333333333333333,Other,50.0
PROP_00005689,1405411.0,4,4.0,1600,3523,2021,40.58308705743689,-74.18885003089045,multi_family,2024-01-27,3,4,0.0,2,10,4,"shopping,school,downtown",2,878.381875,1,2024,5.333333333333333,New York,21.118930298636368
PROP_00005888,749874.0,6,8.0,5794,11092,2002,35.500257890419356,-81.32989232503633,condo,2024-01-05,48,4,350.0,4,8,2,"airport,metro",21,129.4225060407318,1,2024,4.666666666666667,Other,50.0
PROP_00006150,1542443.0,4,5.0,3469,18014,2010,47.43796387767649,-121.9163742941771,townhouse,2024-07-16,1,4,410.0,4,4,2,downtown,13,444.63620639953876,7,2024,3.3333333333333335,Other,50.0
PROP_00006249,215829.0,6,7.6,1825,8754,1969,41.21679921262018,-96.08984458880064,single_family,2025-03-22,48,4,0.0,7,6,6,"airport,restaurant,park,beach",54,118.26246575342466,3,2025,6.333333333333333,Other,50.0
PROP_00006384,472034.0,4,3.5,2547,0,1977,33.75304964448804,-112.16047998976279,condo,2024-11-09,24,2,542.0,6,10,6,"shopping,mountain,park,restaurant",46,185.32940714566158,11,2024,7.333333333333333,Other,50.0
PROP_00006511,322688.0,4,3.5,5357,13436,1952,38.8208728506742,-84.87215857685831,single_family,2024-01-17,29,1,0.0,7,3,3,"library,restaurant,shopping,hospital,park",71,60.236699645323874,1,2024,4.333333333333333,Other,50.0
PROP_00006666,618086.0,4,2.7,901,10564,1959,34.017078289559564,-118.47709294833588,condo,2023-07-30,36,1,579.0,10,6,1,"school,shopping,park,downtown",64,686.0,7,2023,5.666666666666667,Other,50.0
PROP_00006769,380229.0,4,5.0,3720,2256,2022,38.17726349741167,-85.3521664347391,multi_family,2024-10-24,19,4,0.0,4,5,1,"airport,library,metro,restaurant",1,102.21209677419355,10,2024,3.3333333333333335,Other,50.0
PROP_00007195,218132.0,3,1.1,672,16258,2007,36.04715073612698,-78.51506337818044,condo,2025-04-18,28,3,703.0,6,8,5,"restaurant,shopping,school,mountain,metro",16,324.6011904761905,4,2025,6.333333333333333,Other,50.0
PROP_00007223,1198199.0,6,8.9,1436,2342,1972,42.48234331204407,-71.48452707505864,townhouse,2024-07-04,47,0,313.0,10,1,9,"library,gym,shopping,park",51,834.400417827298,7,2024,6.666666666666667,Other,50.0
PROP_00007242,219274.0,6,2.1,3771,8208,2020,39.111797447920274,-90.516678079156,apartment,2025-04-16,42,1,0.0,6,9,9,"restaurant,school,park",3,58.147440997083,4,2025,8.0,Other,50.0
PROP_00007622,260041.0,6,5.2,737,10225,2017,38.86377468774341,-121.53251593041236,apartment,2023-06-29,32,1,0.0,2,2,5,downtown,6,352.8371777476255,6,2023,3.0,Other,50.0
PROP_00007636,889895.0,4,2.4,4675,3927,1966,33.95397340805331,-84.40526761498222,single_family,2024-09-12,28,0,0.0,1,6,9,"hospital,restaurant,beach,park,mountain",57,190.351871657754,9,2024,5.333333333333333,Other,50.0
PROP_00007704,356909.0,1,1.1,5924,12726,2012,35.31986737616425,-90.37499406491672,condo,2024-02-17,43,4,799.0,6,5,3,"beach,library,park",11,60.24797434166104,2,2024,4.666666666666667,Other,50.0
PROP_00007761,343980.0,1,1.5,5650,0,2008,38.669581873747106,-84.74975905438761,single_family,2024-01-08,12,4,0.0,8,5,1,"library,park,gym,downtown",15,60.88141592920354,1,2024,4.666666666666667,Other,50.0
PROP_00007792,1118421.0,2,1.5,2792,0,1975,45.97947825236081,-123.13708744440414,single_family,2024-10-15,12,3,0.0,9,6,5,"beach,school",48,400.58058739255017,10,2024,6.666666666666667,Other,50.0
PROP_00007842,248890.0,6,2.3,2655,8061,1981,38.391767900315735,-89.91395365832845,multi_family,2024-06-18,40,4,0.0,5,9,8,downtown,42,93.74387947269304,6,2024,7.333333333333333,Other,50.0
PROP_00007900,240189.0,2,1.7,2803,17001,2018,35.34865076415621,-89.84755904881273,townhouse,2024-03-04,26,0,570.0,4,6,6,"airport,school,shopping",5,85.68997502675704,3,2024,5.333333333333333,Other,50.0
PROP_00007946,177640.0,6,7.2,3780,0,1978,41.96974108886857,-83.11318348685452,condo,2024-11-29,44,1,492.0,4,7,9,"gym,hospital,shopping,park,restaurant",45,46.99470899470899,11,2024,6.666666666666667,Other,50.0
PROP_00007948,279063.0,6,2.5,1722,7182,1978,35.189261693206745,-80.54494911402583,apartment,2023-09-03,49,0,0.0,6,7,10,downtown,45,162.0574912891986,9,2023,7.666666666666667,Other,50.0
PROP_00007955,1211152.0,6,8.0,4809,0,1981,30.274049103643957,-97.56065533971612,townhouse,2024-04-13,1,3,771.0,1,6,3,"metro,park",42,251.85111249740072,4,2024,3.3333333333333335,Other,50.0
PROP_00007956,573781.0,4,2.2,4180,7130,2011,36.52452295765499,-86.49589516990937,apartment,2023-06-10,42,0,0.0,4,7,5,"park,hospital,beach,gym",12,137.26818181818183,6,2023,5.333333333333333,Other,50.0
PROP_00008085,1219498.0,6,6.7,3168,10862,1983,30.69657576095756,-98.00189773089,multi_family,2024-02-02,34,0,0.0,8,6,9,"mountain,park",40,384.9425505050505,2,2024,7.666666666666667,Other,50.0
PROP_00008119,105058.0,1,1.3,522,0,2011,43.26142922217823,-88.06847216295913,townhouse,2024-09-09,41,3,456.0,2,1,7,"mountain,restaurant",12,201.26053639846742,9,2024,3.3333333333333335,Other,50.0
PROP_00008206,790538.0,2,1.8,4480,11283,2020,37.113822613850395,-119.83863038410826,single_family,2025-04-23,32,2,0.0,7,9,9,"restaurant,mountain,school,airport,shopping",3,176.459375,4,2025,8.333333333333334,Other,50.0
PROP_00008400,249729.0,4,5.8,698,16625,1952,39.79437604025666,-104.58023710144971,single_family,2025-03-01,32,4,0.0,2,1,4,"hospital,gym,park,school,restaurant",71,357.77793696275074,3,2025,2.3333333333333335,Other,50.0
PROP_00008441,271165.0,5,2.9,5166,0,2013,39.52145836560101,-85.80074737369773,apartment,2024-11-15,30,3,0.0,1,8,9,metro,10,52.49032133178475,11,2024,6.0,Other,50.0
PROP_00008490,222695.0,2,3.0,4116,19904,1961,31.55726296431534,-106.59322087330887,condo,2023-10-05,43,2,280.0,5,1,6,"school,downtown,library",62,54.10471331389699,10,2023,4.0,Other,50.0
PROP_00008511,307301.0,6,3.1,4788,6235,1972,40.81514173628722,-79.83022787147934,condo,2024-03-12,46,4,538.0,9,4,10,metro,51,64.18149540517962,3,2024,7.666666666666667,Other,50.0
PROP_00008531,718605.0,1,1.4,4164,0,2018,36.349030228983644,-115.36704281103596,condo,2025-05-11,27,0,359.0,2,10,2,"library,hospital,mountain",5,172.57564841498558,5,2025,4.666666666666667,Other,50.0
PROP_00008603,338010.0,6,4.6,5747,0,1979,35.31769552879268,-90.51287803171768,apartment,2025-02-06,48,1,0.0,10,10,4,"mountain,park",44,58.81503393074647,2,2025,8.0,Other,50.0
PROP_00008712,169738.0,1,1.4,1768,0,1993,38.393932044447354,-90.22910136852133,single_family,2023-10-24,10,1,0.0,2,10,9,"downtown,restaurant,mountain",30,96.00565610859728,10,2023,7.0,Other,50.0
PROP_00008894,412954.0,4,2.7,2505,16280,2002,32.43703772884347,-97.77295703869918,multi_family,2025-04-09,42,1,0.0,6,7,9,"restaurant,airport,library,metro",21,164.85189620758484,4,2025,7.333333333333333,Other,50.0
PROP_00009256,1148531.0,1,1.1,1888,18607,1975,47.47040229786773,-122.03409533192735,condo,2025-01-24,21,2,789.0,9,6,8,"school,restaurant,mountain",48,608.3320974576271,1,2025,7.666666666666667,Other,50.0
PROP_00009344,711619.0,5,5.6,2852,2372,1966,39.71733294985845,-75.59722760660877,single_family,2024-09-05,16,0,0.0,6,10,6,"library,school,restaurant,park",57,249.51577840112202,9,2024,7.333333333333333,Other,50.0
PROP_00009497,638262.0,3,1.0,5270,18682,1968,32.865191597582914,-97.76384618125793,single_family,2025-05-11,23,2,0.0,9,7,7,"downtown,park",55,121.1123339658444,5,2025,7.666666666666667,Other,50.0
PROP_00009908,385998.0,3,2.5,2263,19357,2005,30.450016145543753,-81.94362342195959,single_family,2024-01-12,25,0,0.0,9,8,6,restaurant,18,170.56915598762706,1,2024,7.666666666666667,Other,50.0
PROP_00010141,281811.0,4,2.8,5941,18468,2021,31.657508207550656,-106.6514146246894,apartment,2024-01-09,9,1,0.0,10,10,1,"airport,hospital,restaurant,school,beach",2,47.4349436121865,1,2024,7.0,Other,50.0
PROP_00010178,1031974.0,2,1.4,1439,11844,2015,47.732221908785824,-122.72734474845078,single_family,2024-05-10,18,2,0.0,10,3,6,"hospital,park",8,717.1466296038916,5,2024,6.333333333333333,Other,50.0
PROP_00010321,497206.0,5,4.1,3957,14983,1975,32.94214140770921,-111.41448438376064,townhouse,2023-12-31,55,3,293.0,1,1,9,"school,beach,downtown,metro",48,125.65226181450593,12,2023,3.6666666666666665,Other,50.0
PROP_00010373,1291381.0,5,2.3,5246,12209,1990,39.75938321476623,-76.9601086294135,single_family,2023-10-20,51,1,0.0,9,8,8,"beach,gym,restaurant",33,246.16488753335875,10,2023,8.333333333333334,Other,50.0
PROP_00010379,210692.0,4,1.5,2348,4707,2008,39.98249284145664,-83.46457407014401,condo,2024-11-02,39,3,267.0,1,9,5,"downtown,metro,gym",15,89.73253833049404,11,2024,5.0,Other,50.0
PROP_00010438,1670036.0,1,1.4,1495,0,2003,36.900941222693156,-122.2205510321543,single_family,2025-03-27,40,2,0.0,1,10,3,"library,restaurant,airport",20,1117.0809364548495,3,2025,4.666666666666667,Other,50.0
PROP_00010514,349198.0,2,1.9,5640,14241,2004,43.013827674042155,-78.54463508959783,single_family,2024-03-17,31,2,0.0,6,3,9,"airport,mountain,school,beach,library",19,61.9145390070922,3,2024,6.0,Other,50.0
PROP_00010535,321159.0,3,1.0,5948,11010,1953,32.13542657650756,-106.47141191334542,townhouse,2024-10-18,18,0,789.0,9,4,2,"library,beach,shopping,hospital,park",70,53.99445191661063,10,2024,5.0,Other,50.0
PROP_00010543,383718.0,5,5.6,3199,12426,2023,29.49301888491226,-95.8281990825872,townhouse,2024-09-09,1,2,147.0,5,8,9,"school,restaurant,downtown",0,119.94935917474211,9,2024,7.333333333333333,Other,50.0
PROP_00010682,224320.0,4,5.6,2339,10469,1989,32.092189647784856,-111.45194566279275,condo,2023-08-19,31,2,684.0,3,7,1,shopping,34,95.9042325780248,8,2023,3.6666666666666665,Other,50.0
PROP_00010744,623649.0,6,6.1,2696,12084,2016,35.72721493358783,-78.37168640993542,single_family,2023-05-19,37,0,0.0,2,5,7,"mountain,shopping,restaurant,beach,park",7,231.32381305637983,5,2023,4.666666666666667,Other,50.0
PROP_00010774,2279304.0,2,2.6,4664,0,1962,32.481236859903056,-116.67182371825689,single_family,2023-12-12,55,0,0.0,4,2,10,hospital,61,488.7015437392796,12,2023,5.333333333333333,Other,50.0
PROP_00010790,845187.0,1,1.5,4586,8080,1967,38.96900331283147,-105.05537017305771,single_family,2024-09-11,39,2,0.0,8,9,2,"library,school,downtown,airport",56,184.29720889664196,9,2024,6.333333333333333,Other,50.0
PROP_00010842,302607.0,3,4.0,2549,5620,2022,32.186056527149766,-110.99083828460584,condo,2024-03-09,39,4,135.0,2,5,7,"airport,shopping,gym,beach",1,118.71596704590036,3,2024,4.666666666666667,Other,50.0
PROP_00010911,255973.0,1,1.0,4219,17268,1963,39.302363355457054,-84.9954521370332,condo,2025-04-30,16,3,326.0,8,6,6,"shopping,airport,park",60,60.67148613415501,4,2025,6.666666666666667,Other,50.0
PROP_00010984,1329599.0,5,1.9,540,0,1995,37.36273074759437,-121.99765152273483,condo,2024-06-29,55,4,237.0,6,10,10,"library,restaurant,park,metro,shopping",28,2462.2203703703703,6,2024,8.666666666666666,Other,50.0
